"","id","converted_sample_01.fasta.fq_quant","converted_sample_02.fasta.fq_quant","converted_sample_03.fasta.fq_quant","converted_sample_04.fasta.fq_quant","converted_sample_05.fasta.fq_quant","converted_sample_06.fasta.fq_quant","converted_sample_07.fasta.fq_quant","converted_sample_08.fasta.fq_quant","converted_sample_09.fasta.fq_quant","converted_sample_10.fasta.fq_quant","converted_sample_11.fasta.fq_quant","converted_sample_12.fasta.fq_quant","converted_sample_13.fasta.fq_quant","converted_sample_14.fasta.fq_quant","converted_sample_15.fasta.fq_quant","converted_sample_16.fasta.fq_quant"
"6195","ENST00000401672.7",5.34914e-06,0.00184397,7.839e-06,0,2.18965e-07,0.00417557,0.0364523,6.21169e-06,1.48399e-08,3.41462e-08,15.0318,0.0145741,1.14952e-08,3.03925e-06,0.0966718,0.00103505
"6196","ENST00000427222.2",136.671,106.716,1.13374,84.0414,186.493,158.317,72.4102,148.542,153.914,144.345,111.288,185.062,37.1754,187.198,140.469,126.196
"6197","ENST00000473283.1",0,0,0,0,0,2.555,0,2.45151,0,2.77237,0,0,0,0,2.88841,0
"6198","ENST00000470046.1",1.57534,0,0,0,0,0,1.47226,0,0,0,0,0,0,0,0,0
"6199","ENST00000612753.4",1472.98,1470.44,1465.28,1317.45,1674.36,1652.07,1504.66,1277.11,1565.25,1229.48,1201.91,1259.62,1388.42,1258.75,1452.88,1405.65
"6385","ENST00000494557.1",1,1,1,0,1,0,1,1,0,0,0,1,2,0,0,1
"6543","ENST00000431174.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6545","ENST00000399333.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"6772","ENST00000543096.5",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"6826","ENST00000412217.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6838","ENST00000369787.7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7211","ENST00000444778.1",46.4653,32.2792,23.4063,35.201,26.5188,19.2672,21.5429,34.7301,30.0449,7.27529,27.2483,23.6639,23.4236,32.2956,35.3883,26.877
"7212","ENST00000464908.5",19.9453,17.4781,29.4149,27.5882,53.6605,29.425,25.0289,3.55478,33.6064,35.9188,30.9407,6.59237,13.2538,18.779,20.2153,37.5051
"7213","ENST00000493076.5",0,1.46379,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7214","ENST00000493569.5",20.2277,8.29811,8.57213,9.45369,19.2162,4.59648,8.77052,17.0753,13.4072,8.52967,21.9366,23.8316,30.8406,45.6823,27.3517,0.0327022
"7215","ENST00000465557.1",16.0193,19.025,0,4.72765,0,7.45039,4.28401,6.91666,13.0465,0.00420819,5.23795,2.10391,0.0109541,0,22.6224,29.1619
"7217","ENST00000416905.1",67.0848,67.2371,59.1158,74.8522,53.8597,76.0697,70.218,63.4093,62.2526,60.7977,65.9605,50.3835,64.1018,66.7896,53.4797,55.665
"7218","ENST00000382011.9",408.154,393.77,324.199,379.766,363.395,354.361,308.703,329.021,340.6,321.757,367.057,361.053,393.686,377.628,372.283,368.177
"7219","ENST00000216122.8",22.1038,8.44844,12.2921,9.52951,19.9416,21.8306,39.4529,10.4697,16.0419,12.7168,14.3641,8.37186,12.6829,25.8251,12.6592,25.5815
"7220","ENST00000451351.5",7.82051e-08,0,0,2.88159,0.408071,0,0,0.822718,0,0,1.25473,0,0,0,0,0
"7265","ENST00000422247.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774531,0
"7363","ENST00000415993.5",0,0,0,0,0,0,0,0,0,0,0,12.5406,12.4607,0,0,0
"7364","ENST00000216271.9",670.562,664.028,781.055,677.248,690.141,717.342,737.153,771.437,734.841,683.424,629.264,785.729,719.971,796.655,760.811,747.349
"7366","ENST00000454936.5",0,0,0,0,0,0.0326036,0,0,0,0,4.50612,0,0,0,0,0
"7367","ENST00000448072.5",0.242859,5.53907e-06,0,0.0122355,24.3489,21.1132,29.8189,39.5283,4.40979e-08,187.784,125.938,65.6426,3.48721,1.52428,6.2937,45.4457
"7370","ENST00000477814.5",0,0,0,0,0,5.27168,0,0,0,0,0,0,0,0,0,0
"7371","ENST00000349505.4",318.088,383.221,314.578,271.584,340.128,258.262,240.42,266.046,280.101,168.566,289.513,210.744,303.637,345.344,274.154,228.574
"7373","ENST00000496235.5",0,0,2.39322,0,0,0,0,0,0,0,0,0,0,0,0,0
"7377","ENST00000470378.1",1.64291,0,1.6126,0,0,0,0,0,0,0,0,0,0,1.63797,0,0
"7378","ENST00000496909.5",0,0,0,0,0,0,0,0,3.30571,0,0,0,0,0,0,0
"7380","ENST00000489424.5",29.5697,0,0.550711,0,0,23.0753,8.54461,25.8201,10.0499,0,0,8.82051,21.4643,0,0,0
"7382","ENST00000497483.1",37.7816,16.2251,28.7138,31.602,40.1821,21.7213,19.9467,32.0444,16.84,12.2267,13.1515,0,16.8322,15.6838,21.7614,16.3363
"7384","ENST00000626012.2",0.000161788,19.9421,1.29067e-08,0.0248616,1.18676e-05,2.60815,7.42156e-07,8.04725e-05,0.00160278,7.29335,54.1365,0,0.000498379,6.06644e-06,1.63741,1.43028e-08
"7393","ENST00000520976.5",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"7534","ENST00000286298.4",0,0,0,0,1.00063,0,0,0,0,0,0,0,0,0,0,0
"7537","ENST00000411478.5",0,0,0,0,0,19.4907,0,0,0,0,3.75871e-05,0,0,0,0,0
"7539","ENST00000455233.5",128.158,114.875,116.762,129.941,131.426,142.776,90.122,162.713,149.335,159.896,140.504,153.751,119.736,139.491,92.3199,140.075
"7540","ENST00000402984.7",0,10.504,0,0,11.5962,0,0,0,11.3725,0,0,0,0,0,0,24.2274
"7541","ENST00000262722.11",420.685,432.708,417.194,281.138,318.024,367.322,332.746,373.963,417.994,302.878,393.751,405.797,421.368,368.339,412.431,372.683
"7542","ENST00000327858.10",542.21,573.27,479.313,584.577,453.22,549.645,508.737,549.359,523.341,543.99,603.575,602.56,563.085,631.351,606.8,484.408
"7543","ENST00000442170.6",425.572,431.575,520.216,395.435,526.23,440.487,424.447,407.007,389.074,511.412,476.327,496.682,528.795,451.205,445.917,491.1
"7544","ENST00000340923.9",383.949,409.038,430.994,379.743,364.61,422.655,480.247,349.991,496.48,471.321,396.673,378.961,360.187,485.615,369.383,387.909
"7547","ENST00000454279.5",0,0,0,0,0,0,0,0,0,0,1.28737,0,0,0,0,0
"7548","ENST00000451475.5",0,0,5.29339e-07,0.000777578,0,0,14.3018,3.48414,0,0,0,0,0,0,16.2939,0
"7549","ENST00000437711.1",113.148,79.6302,80.2276,108.417,46.9525,82.0192,37.0598,61.4975,67.3179,82.8543,78.0519,94.2164,73.9653,60.8839,36.2612,96.1793
"7550","ENST00000460538.5",0,0,0,0,0,0,0,0,0,0,0,2.27239,0,0,0,0
"7552","ENST00000484531.1",60.2796,66.4007,61.2933,58.7476,51.2965,65.6053,47.3393,82.985,44.8955,76.6499,79.8309,42.7589,62.8631,58.1146,63.5945,85.4191
"7553","ENST00000476366.1",0,0,0,0,5.64438,0,0,0,5.18961,0,0,0,0,0,0,0
"7555","ENST00000262811.10",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7616","ENST00000638928.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"7874","ENST00000395676.4",598,650,583,667,557,561,590,609,670,467,640,639,618,709,658,509
"8154","ENST00000348946.8",199.913,154.876,152.791,195.666,213.763,189.312,171.786,232.429,243.504,128.998,178.312,212.255,232.615,239.383,204.617,211.692
"8155","ENST00000474235.1",0,0,8.4693,0,0,0,0,0.029192,0,2.01346,11.9275,0,0,0,2.4784,0
"8156","ENST00000401756.5",250.515,162.306,156.711,206.989,192.747,208.776,181.023,198.124,202.08,207.038,229.561,178.95,162.161,204.631,176.587,205.059
"8157","ENST00000442487.7",194.073,231.649,165.17,142.253,180.183,153.889,182.506,144.064,194.327,145.902,145.066,146.251,209.482,160.272,134.784,122.69
"8158","ENST00000613996.1",220.901,157.404,158.699,176.4,164.307,191.936,195.104,158.749,198.572,176.331,162.162,187.845,173.768,208.77,171.07,176.104
"8159","ENST00000613677.4",0.00203303,118.764,71.8005,20.8286,57.5575,18.7616,80.5815,70.6044,31.5166,16.648,13.9721,41.7002,43.975,44.9453,47.4648,8.4555
"8160","ENST00000421988.6",7.59509,0.000366265,3.35946,16.8636,1.44205,0.32493,3.96019e-07,1.90421e-07,0,76.0699,0,0,0,0,0,0
"8235","ENST00000564967.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8350","ENST00000569997.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"8431","ENST00000602258.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8443","ENST00000358763.6",1723.3,1722.84,1633.49,1578.84,1616.85,1583.42,1643.85,1644.12,1570.94,1600.41,1753.55,1619.6,1506.98,1732.9,1519.56,1689.81
"8444","ENST00000483062.5",0,0,31.794,0,3.00433,0.111385,32.1273,0,10.0666,48.821,0,1.15517e-07,52.1634,0,47.3104,27.7894
"8447","ENST00000459990.5",0,0,0,0,0,0,0,0,0,0,2.23653,0,0,0,0,0
"8448","ENST00000468922.1",0,0,0,3.85629,0,0,0,0,0,0,0,0,0,0,0,0
"8449","ENST00000462268.1",0,0,0,0,0,0,0,2.17632,0,0,0,0,0,0,0,0
"8453","ENST00000412575.1",16.5862,0,5.5423,16.8173,0,20.2083,2.99527e-05,0,0.168459,36.9464,24.5597,0.0411088,56.3836,0.0244466,14.7089,19.0439
"8454","ENST00000619146.1",98.1146,139.165,121.176,151.486,124.147,147.262,93.0226,131.701,126.824,96.8275,161.659,116.361,139.473,103.073,129.421,99.3527
"8625","ENST00000515576.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"8791","ENST00000437198.6",0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
"8876","ENST00000483600.1",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"8913","ENST00000422050.1",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"8995","ENST00000642037.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"9027","ENST00000254442.7",2,1,1,0,1.0495,0,3.00441,0,0,0,1,1,1,0,0,1
"9198","ENST00000532240.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"9372","ENST00000544049.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"9533","ENST00000452270.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"9610","ENST00000480059.5",0,0,0,0,0.528885,0,0,0,0,0,0,0,0,0,0,0
"9798","ENST00000497070.1",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"9854","ENST00000447351.5",7.22556,7.04747,0.000750718,0,3.41503,6.941,0,2.85864,0,0,6.40902,5.76992,0,10.1368,6.03608,6.89575
"9857","ENST00000490378.1",4.41986,5.37399,5.30489,6.42659,2.14333,1.9539,5.16581,4.53837,3.20057,1.4179,3.3606,1.45936,8.47005,9.40426,2.69638,1.93693
"9858","ENST00000456069.1",17.4185,29.6843,26.138,24.7278,12.7168,2.28734,6.74951,35.8622,28.3461,23.3285,30.6967,25.2331,23.7242,32.5233,31.1203,22.0129
"9859","ENST00000408031.1",45.2784,113.533,90.7779,87.1817,66.1021,62.9947,18.459,99.7825,67.2851,124.724,112.526,154.446,95.4695,165.697,190.455,89.0796
"9860","ENST00000361034.7",702.658,661.361,753.778,699.664,825.623,858.823,815.626,649.958,800.168,703.53,729.007,685.091,680.336,653.238,579.693,813.075
"9966","ENST00000495724.1",6.90659,3.77885,4.89428,4.96386,7.77325,3.90356,5.9392,2.75655,1.91822,1.93796,1.92949,6.74478,0,2.91822,7,3.7499
"10007","ENST00000358438.6",9.61412,9,7,8,14.2894,8,6.40941,7.83789,8.54588,7,9,9.61412,0.491895,0,4.29201,8
"10020","ENST00000441818.5",9.22997,26.7937,42.8631,15.3504,47.3411,38.0824,17.7491,22.2222,20.1511,48.1381,19.6913,25.2411,29.4061,16.0017,15.0958,47.6882
"10024","ENST00000457572.5",0,1.64691e-08,0,0,0,0,0,0,0,0,0,4.029e-08,0,0,0,0
"10025","ENST00000290846.8",235.647,280.774,192.956,205.534,269.969,180.638,238.014,262.371,282.193,351.048,200.78,235.673,301.328,198.97,322.837,316.41
"10028","ENST00000645190.1",115.892,36.0687,122.781,83.3096,84.9856,127.964,65.9388,49.92,83.1863,79.9917,141.557,118.969,70.1383,151.538,71.0577,129.627
"10030","ENST00000642562.1",12.6292,7.34984,13.4001,7.80579,17.702,11.5726,26.8751,12.2892,8.46929,13.0843,14.9715,11.221,18.8777,16.4909,9.00888,13.1739
"10031","ENST00000381019.3",5.60094,0.0138655,0,1.48212e-05,0.00247971,0,53.4227,21.1973,4.41228e-06,2.03584,0,2.8958,0.250498,0,0.000317078,4.10069
"10034","ENST00000465378.6",0,0,0,0,0,0,0,0,0,1.70242,0,0,0,0,0,0
"10042","ENST00000470831.1",0,0,0,0,0,2.74352,0,0,0,0,0,0,0,0,0,0
"10105","ENST00000307221.4",574.232,486.175,500.482,600.212,520.825,514.014,521.672,570.147,562.953,614.571,526.836,560.526,568.486,442.613,561.749,464.051
"10189","ENST00000215885.3",577,544,580,661,565,495,516,468,590,542,521,469,511,502,546,499
"10274","ENST00000473988.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"10275","ENST00000355754.6",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10545","ENST00000588306.1",0.379676,0,0,0.26725,0,0,0,0,0,0,0,0,0,0,0,0
"10852","ENST00000248879.7",235.904,225.294,244.84,238.192,248.617,267.562,235.732,225.424,236.074,269.265,238.583,245.115,297.854,258.166,224.914,228.29
"10853","ENST00000405465.3",0,0,4.32594,0,0,0,6.2619,0,0,0,0,0,0,0,0,0
"10854","ENST00000443409.1",0.00120671,0.000228128,0,0,0,0,0,0,0,0,0.0643264,1.13786e-06,0,0,0,0
"10913","ENST00000359486.7",299.567,312.335,277.061,298.331,306.432,298.074,317.852,272.113,295.098,303.047,294.971,305.329,299.021,282.242,305.805,294.293
"10914","ENST00000335626.8",53.098,61.5238,62.1341,59.3556,75.9962,63.9161,44.6516,84.6579,76.7499,65.4537,59.9934,51.0117,72.5536,55.6889,78.0313,59.0755
"10915","ENST00000404876.1",1.04752,0,0,0,1.34576,5.86881e-05,0,0.429932,1.70927,0.22395,0,1.36862,0.276934,0.677579,3.50449e-06,2.13817
"10955","ENST00000216181.10",1445.19,1399.42,1441.03,1440.49,1439.97,1466.27,1482.44,1432.01,1500.07,1477.49,1355.09,1470.63,1440.48,1360.15,1380.1,1546.37
"10956","ENST00000475726.5",12.3232,0.578539,0,0,0,0,0,10.2594,0,0,0,0,0,0,0,0
"10959","ENST00000495928.1",20.1606,11.0502,29.2061,15.2121,14.2178,24.9295,35.7523,18.305,16.559,18.8065,20.148,16.8818,12.2122,20.0926,23.874,23.0517
"10961","ENST00000477189.1",0,0,0,0,1.33012,0,0,0,2.67232,0,0,0,0,0,1.97712,2.93351
"10962","ENST00000472210.5",23.632,18.6383,0.274143,8.78751,7.79725,21.707,10.5134,8.93924,0.37541,8.95591,8.09081,12.3401,16.7876,18.3052,6.25995,9.32868
"10963","ENST00000463027.1",10.6932,8.52576,14.0112,0,0,1.68765,6.87846,11.6897,13.3896,11.1949,18.7682,8.41555,0,0,20.5745,11.6203
"10964","ENST00000401701.1",0,0.156986,0,1.46149,0.170636,2.4617,1.30371e-06,0,0,0,0,0,0.518989,5.86703,0,0.0587272
"10965","ENST00000456729.1",2.92855e-07,12.6275,20.4736,0.0514776,7.51205,15.944,7.41292,16.7936,7.93023,9.54841,0.899566,12.7365,0,9.58823,13.2149,16.6409
"11043","ENST00000587476.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"11075","ENST00000360742.9",0,0,1,0,1.07792,0,0,0,0,2,0,1,1,0,1,0
"11106","ENST00000339464.8",743.161,810.436,723.694,748.886,779.803,750.031,651.545,666.44,827.897,713.388,748.886,857.669,762.627,858.814,758.047,772.933
"11109","ENST00000410058.1",33.8393,19.564,12.3058,6.11389,23.1966,33.9688,17.4473,27.5601,19.103,33.6115,7.11389,21.3307,24.3729,3.18565,19.9532,8.06708
"11225","ENST00000549578.5",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"11237","ENST00000349314.6",621.117,722.712,714.272,884.106,623.084,572.122,545.531,628.777,601.39,598.366,836.747,813.395,620.896,694.346,579.673,573.038
"11238","ENST00000432700.5",0.000474673,7.36237,1.16404e-05,2.1752e-06,14.4196,0.00284389,0.123157,0.0176739,0.0446284,14.9484,0.00122859,1.02998,33.5996,33.0381,22.1879,3.23858e-08
"11239","ENST00000422426.5",610.985,603.211,648.071,503.208,544.543,754.04,669.722,481.062,668.198,542.776,458.734,660.672,519.999,579.498,595.872,544.456
"11240","ENST00000397289.6",88.4709,41.6013,54.6446,0.51089,102.123,64.9476,108.526,97.2489,75.0155,175.385,31.5752,37.5351,120.332,76.5418,141.518,37.3589
"11241","ENST00000361710.6",603.808,542.947,768.824,571.297,868.987,747.667,806.924,792.555,816.575,786.7,745.752,808.202,677.814,548.384,673.11,812.718
"11242","ENST00000397287.6",719.887,854.045,641.891,877.946,590.071,662.23,655.567,694.166,755.996,699.223,893.308,753.183,647.124,797.411,664.74,704.341
"11244","ENST00000487423.5",6.43986,25.454,42.2757,0.00195723,7.7776,26.7812,0.377123,11.506,0,0.00948688,0,2.05195e-06,1.60273,8.98277e-07,4.42962e-07,3.47663
"11245","ENST00000426939.6",53.6001,51.8627,27.3394,65.5655,64.1909,47.495,67.2939,40.9564,36.2988,51.4727,61.1723,51.3142,88.0556,42.8358,31.373,46.6671
"11246","ENST00000534251.1",3.28975,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72812e-08,0
"11248","ENST00000487783.5",0,0,0,0,0,0,2.4793,0,0,0,0,0,0,0,0,0
"11249","ENST00000525184.1",0,16.0431,7.17969,0,4.82241,14.4889,0,0,0,4.72036,3.68925,0,0,0,2.68003,5.93018
"11250","ENST00000485453.1",48.0267,52.6877,75.0988,68.2598,46.6248,63.2815,66.4606,47.5021,57.5014,66.3456,50.4716,57.8562,29.4844,50.6276,57.0174,65.2884
"11251","ENST00000530895.5",0,0.175161,0,0,32.4856,19.8065,1.35217,0,6.08587e-08,0,12.6851,20.7791,35.8143,1.92218e-05,0,0
"11256","ENST00000397293.6",88.4763,41.6013,54.6446,0.51089,102.123,64.9476,108.526,97.2489,75.0155,175.385,31.5752,37.5385,120.338,76.5561,141.518,37.3589
"11257","ENST00000424878.3",397.899,285.297,276.759,321.594,330.748,314.847,384.707,315.959,296.966,311.668,408.07,291.575,356.941,271.223,351.045,413.954
"11362","ENST00000479818.5",0,0,0,0,0,0,0,0,0,0,0,7.3789,0,7.74719,0,0
"11364","ENST00000449103.5",69.721,0.000278523,0.000377626,0.00521655,0.00553095,0.00368384,0.00995265,0.000116124,0.00955692,0.00293174,0.000208995,0.00988667,0.00117003,0.00129929,0.00989006,0.00124253
"11365","ENST00000463165.1",0.000190525,0,3.22156e-07,0,0.00457753,0.0358051,0,1.15022,0,0.00199485,0,1.00921e-06,0,0,41.2434,0
"11366","ENST00000411680.1",9.43843,10.6951,41.1386,10.5731,4.87908,13.2841,33.9533,16.3298,104.788,65.7536,113.986,120.696,44.1228,124.267,71.5747,121.91
"11367","ENST00000492578.1",0,1.43457,0,0,0,0.106854,0,0,0,0,0,0,0,11.2038,0,0
"11368","ENST00000427829.1",20.8333,11.3406,19.9705,9.64672,12.1277,4.2887,24.5365,13.7518,80.9673,75.9904,62.1172,48.1807,45.5209,77.0898,94.901,85.7404
"11369","ENST00000496720.1",0,10.0832,17.7565,11.866,34.6549,16.7338,23.8812,44.4579,58.0144,64.8057,89.0472,36.8926,76.181,88.7726,81.5117,117.636
"11370","ENST00000434732.1",6.5364,6.17046,8.81626,8.62584,7.69033,1.82628,3.6235,10.8425,49.9535,24.5685,33.9944,40.9017,21.2623,33.468,26.922,37.0905
"11371","ENST00000432455.5",3.22805,0.0504732,16.0041,15.6179,7.39606e-06,0,0,23.2128,0.663597,0.000160739,0,1.15249e-08,3.57242,0.205736,0,32.6044
"11372","ENST00000425954.1",10.8668,17.629,16.2088,9.16842,14.1927,5.0002,13.1375,20.9262,72.8829,71.9903,56.5308,123.121,80.9013,84.018,71.6931,86.8662
"11373","ENST00000359337.8",1178.32,1341.59,1145.16,1214.35,1180.13,1166.47,1197.96,1086.43,6507.66,6441.2,6347.52,6709.46,6545.46,6439.85,6378.6,6317.96
"11374","ENST00000614805.1",0,0,0,0,0,0,0,0,5.0544,0,0,5.71434,4.53823,4.6597,5.11809,0
"11375","ENST00000610984.4",50.0578,0.00632748,1.9401,29.1454,52.3188,17.2466,48.8972,134.898,0.0041075,44.688,142.809,52.6461,165.439,3.71991,48.4302,182.193
"11379","ENST00000370447.3",3,3,1,4,3,1,3,2,3,3,1,2,3,5,2,2
"11793","ENST00000215980.9",206.042,188.675,158.852,156.217,182.392,125.842,171.161,173.3,181.006,201.845,140.585,127.26,136.919,214.677,220.448,181.82
"11794","ENST00000472374.6",137.149,109.242,138.687,107.046,177.584,160.338,173.931,173.195,137.288,185.925,116.731,193.857,156.893,160.006,158.08,147.318
"11797","ENST00000407253.7",139.071,125.083,123.606,177.736,188.225,139.819,153.93,156.987,130.188,152.465,145.684,214.088,128.083,182.317,150.473,115.862
"11798","ENST00000402420.1",0,0,0,0,0,0,0,0,0,0,0,1.79477,0,0,0,0
"11800","ENST00000460824.1",2.73781,0,8.85506,0,9.7993,0,4.9778,6.51798,6.51828,1.76455,0,0,7.10536,0,1.05692e-07,0
"11809","ENST00000216139.9",144.318,153.5,135.337,145.09,111.331,121.934,154.921,134.894,150.798,129.496,162.804,122,124,145,145.997,175.5
"11810","ENST00000529621.1",0,0,0,8.9095,0,0,0,0,0,0.00380926,0,0,0,3.55515e-07,0,0
"11811","ENST00000527761.1",2.68159,0,0.357006,0,0.668657,2.06567,5.57861,5.10647,3.70199,0,3.58544,0,0,0,0.00294159,0
"12001","ENST00000478919.1",2,1,4,1,3,5,4,0,2,3,0,2,1,2,4,5
"12057","ENST00000462625.1",1.38243,2.88928,2.78505,1.27014,0,1.43575,1.5133,1.47673,1.42092,0,5.68892,0,0,2.73476,1.49163,2.73595
"12058","ENST00000406516.5",27.7685,44.3703,59.3857,0,0,52.4308,29.7072,126.716,90.9008,60.3538,21.7053,69.3526,86.4983,51.432,20.1408,61.5069
"12059","ENST00000331728.8",1041.07,1137.61,1041.01,1070.45,1068.55,914.529,825.433,1071.41,1254.73,929.768,1051.49,1195.52,1061.77,1083.83,997.052,1088.21
"12060","ENST00000425203.1",64.7342,80.1106,52.4054,71.7215,53.0825,75.5322,54.1496,58.1769,103.659,55.7133,52.365,83.1779,74.3299,86.7172,58.1861,76.496
"12061","ENST00000333611.8",242.084,324.184,438.117,342.993,445.703,500.08,545.234,417.691,174.621,566.051,494.667,294.346,500.262,319.817,514.96,303.28
"12062","ENST00000340552.4",569.24,487.714,469.339,451.149,565.644,484.877,513.428,349.694,451.104,452.783,382.253,391.882,496.625,564.232,479.901,519.333
"12063","ENST00000465937.1",0,0.00306296,37.6309,10.7125,28.0176,3.7204e-07,0.00138887,10.2944,24.462,3.80352,0,0,0,9.98289e-07,0.254296,18.9701
"12065","ENST00000467301.1",11.7178,16.1152,24.3268,29.7014,0,40.1151,18.5334,17.5424,54.0981,10.527,21.8335,33.7256,17.5127,41.2407,29.0143,8.46953
"12148","ENST00000379887.8",0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"12400","ENST00000396008.2",407,372,323,351,422,337.146,342,359,362.15,358,324,401,400,424,330,379
"12452","ENST00000409300.5",0,0,0,0,0,0,0,0,0,0.0974603,0,0,0,0,0,0
"12453","ENST00000409425.5",0,0,0,0,0,0,0,0,0,0.90254,0,0,0,0,0,0
"12514","ENST00000330651.10",477.238,429,458,477.821,540,414.043,505,550,466.593,448,495,440,487,547,500,556
"12515","ENST00000395764.5",11.7617,0,0,0.178973,0,0,0,0,0,0,0,0,0,0,0,0
"12516","ENST00000417877.1",0,0,0,0,0,31.9575,0,0,0,0,0,0,0,0,0,0
"12517","ENST00000495277.1",0,0,0,0,0,0,0,0,1.40656,0,0,0,0,0,0,0
"12570","ENST00000392563.5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"12582","ENST00000457093.1",34.8118,53.3591,36.4168,38.9956,38.3275,37.9956,40.6431,44.2274,40.2329,50.3536,48.7802,42.1589,39.6115,31.7486,43.3852,29.3221
"12583","ENST00000621082.1",269.188,261.641,212.583,200.004,266.672,200.004,216.357,242.773,281.767,222.646,274.22,213.841,221.388,279.251,217.615,227.678
"12964","ENST00000497594.5",10,9,8,6,6,10,5,9,11,4,3,8,10,10,13,6
"12978","ENST00000377403.6",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"12980","ENST00000495451.1",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"12995","ENST00000262293.8",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"13123","ENST00000376468.3",0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
"13410","ENST00000262160.10",0,0,0,0,0,0,0,0,0,1.0143,0,0,0,0,0,0
"13515","ENST00000424319.5",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"13937","ENST00000366481.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13948","ENST00000619792.1",5.47841,11.6564,8.08801,0,0,0,16.9279,1.23682e-07,0,3.27482,0,0,6.76149e-06,20.1644,15.8159,0
"13993","ENST00000368320.7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"14036","ENST00000215730.11",759.225,832,756.985,823.822,843,851.048,925.528,872,837.593,796.407,929.337,902,835.371,724.511,743.621,818.574
"14038","ENST00000439214.1",18.7754,0,10.015,0,0,7.95175,0,3.97352e-06,9.39123,3.79742,0.00426104,0,17.629,13.4892,0,1.42596
"14039","ENST00000215727.9",451.981,315.017,328.714,246.535,284.2,338.986,338.986,308.169,318.441,294.473,294.473,345.834,267.08,380.075,356.106,404.012
"14040","ENST00000406799.1",51.0188,115.983,122.286,123.465,157.8,127.014,85.0141,145.831,109.559,79.5274,132.527,107.166,142.92,106.925,90.8936,3.98774
"14061","ENST00000360612.4",470.109,458,515.188,502,502,467,523,512.612,441.774,475,536,465,486.795,501,540,481.701
"14062","ENST00000467480.1",7.89064,0,1.81167,0,0,0,0,6.38761,9.226,0,0,0,0.205192,0,0,5.29891
"14106","ENST00000522902.1",0,2.07533,3.07533,0,1,2,1,1.07533,1.07533,0,0.0753342,0,2.07533,0,2,2
"14108","ENST00000438393.5",0.717625,0.0518104,4.09956e-05,0,19.0539,27.4434,31.0283,16.7317,0,0,14.2267,22.3688,0,0,0,44.1631
"14109","ENST00000216267.12",1021.28,977.792,851,996.528,862.946,935.557,890.447,773.579,895,941,737.909,893.666,939.318,889.858,896,904.837
"14110","ENST00000404034.5",0,0,0,5.37526e-08,0,0,0.524687,0,0,0,5.86414,0,1.92103e-06,0,0,0
"14111","ENST00000404760.5",0,0,0,0,0,0,0,0,0,0,0,0,11.6821,0,0,0
"14113","ENST00000459821.1",0,0,0,0,0,0,0,0,0,0,0,0,0,3.14177,0,0
"14114","ENST00000494833.1",0,5.15581,0,6.47206,0,0,0,5.68887,0,0,0,2.96518,0,5.24587e-08,0,0
"14115","ENST00000457780.3",0,0,0,0,0,0,0,0,0,0,0,0,3.85427e-08,0,0,0
"14137","ENST00000348520.10",0,0,0,0,0,1.68823,0,0,0,0,1,0,0,0,0,0
