"","id","converted_sample_01.fasta.fq_quant","converted_sample_02.fasta.fq_quant","converted_sample_03.fasta.fq_quant","converted_sample_04.fasta.fq_quant","converted_sample_05.fasta.fq_quant","converted_sample_06.fasta.fq_quant","converted_sample_07.fasta.fq_quant","converted_sample_08.fasta.fq_quant","converted_sample_09.fasta.fq_quant","converted_sample_10.fasta.fq_quant","converted_sample_11.fasta.fq_quant","converted_sample_12.fasta.fq_quant","converted_sample_13.fasta.fq_quant","converted_sample_14.fasta.fq_quant","converted_sample_15.fasta.fq_quant","converted_sample_16.fasta.fq_quant"
"159115","ENST00000403268.1",3.85008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159116","ENST00000334679.3",582.14,402.059,560,463.832,523,482.882,525.651,506.394,461,563.695,462,426.72,403,500.451,491.052,500
"159117","ENST00000342474.4",0,0,0,4.93979,0,0,0,0,0,0,0,0,0,0,4.94804,0
"159363","ENST00000417718.6",0.341074,0,0,0,0.0400793,0,3.68473,6.94924,0,6.19571,0,8.86524,0,0,11.6797,0
"159364","ENST00000216200.9",45.6868,33,30,27,37.9632,40,26.6147,26.6154,26,13.3077,38,7.85506,37,15.9063,33.2692,35
"159365","ENST00000406910.6",0,0,0,0,0,0,0,0,0,0,0,0,0,1.4707,0,0
"159366","ENST00000404171.1",26.9721,47,31,19.5,29.4967,24.5,21.2006,35.9354,15,29.4966,29.5,31.7797,42.5,25.123,13.551,23
"159379","ENST00000423350.1",67.942,50.3546,40.7665,44.4485,75.3503,21.0334,33.5484,30.0718,47.7106,35.1645,58.7448,50.658,22.8865,38.8295,16.7217,22.8995
"159380","ENST00000450638.5",397.506,295.763,354.192,243.799,428.204,342.82,265.387,267.397,82.3443,98.0844,51.1247,91.2744,65.4325,3.6259e-06,103.815,75.7988
"159381","ENST00000405742.7",408.48,347.139,339.123,553.604,314.062,544.355,527.069,424.15,155.111,154.545,137.746,204.083,131.678,221.179,133.899,232.235
"159382","ENST00000407817.3",919.071,822.743,967.918,783.03,842.384,776.791,756.995,776.381,584.834,591.207,562.384,599.476,508.002,509.992,495.565,475.067
"159383","ENST00000471659.1",0,0,0,3.11848,0,0,0,0,0,0,0,3.50844,0,0,0,0
"159431","ENST00000215939.2",216,195,213,147,158,179,177,166,224,217,207,160,161,183,178,217
"159444","ENST00000354694.11",509.367,358.264,483.438,512.978,449.884,504.374,503.129,477.448,512.532,540.3,483.259,604.288,497.822,546.307,495.623,460.009
"159445","ENST00000402281.5",404.579,474.505,441.07,441.171,373.409,486.093,397.918,428.989,464.443,454.16,468.284,341.293,383.337,439.803,329.446,419.122
"159446","ENST00000441668.5",82.8156,146.015,79.9923,77.9865,102.843,0.702505,56.1764,75.32,61.3814,45.9101,0.0163309,43.5179,75.0688,27.2402,78.4148,69.0593
"159447","ENST00000405677.5",7.36063e-08,1.86422e-08,0,0,0.000793613,0,0,0,0,9.94123e-05,0,0,0,0,39.4524,0
"159448","ENST00000488719.1",1.85201,0,0,0,0,1.92939,0,0,0,0,0,1.83656,0,0,0,1.8028
"159450","ENST00000335214.8",245.136,348.221,405.91,374.809,546.655,486.733,417.702,453.838,375.986,375.801,339.943,327.428,392.435,390.265,531.39,404.273
"159451","ENST00000406208.7",56.8598,105.995,49.588,54.3418,80.2088,19.015,74.074,89.405,58.6575,72.8294,51.9881,81.6366,41.3368,85.2245,48.6746,74.7338
"159452","ENST00000477762.5",11.3911,0,0.000638113,15.7137,0,0.152497,0,0,0,0,8.50913,0,6.60491e-08,0.160383,0,0
"159457","ENST00000379250.10",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"159464","ENST00000490103.5",33.4935,25.618,39.2845,29.4046,19.4627,29.2329,31.8238,23.3053,23.6096,23.5126,19.5712,35.3018,21.6828,21.4093,35.3134,37.1463
"159466","ENST00000472164.1",35.3938,42.6924,37.5388,54.8714,65.7574,52.53,57.9454,53.2408,40.0277,45.6228,35.6149,53.7899,58.5142,75.4362,43.9431,21.023
"159467","ENST00000358079.8",7.20662,0,7.27745,0,0,0,0,0,0,0,0,0,0,0,0,0
"159468","ENST00000397873.6",649.91,535.711,380.635,807.426,590.27,601.72,545.516,486.994,594.711,504.23,613.57,525.913,695.432,699.566,693.558,568.848
"159470","ENST00000443089.5",0,0,0,0.0231721,0,0,0,0.0438516,0,0,0,7.1516,0,0,0,0
"159471","ENST00000492707.5",102.593,109.487,128.89,99.861,133.068,106.761,85.7513,148.069,165.063,128.841,100.765,97.6139,110.952,142.468,121.556,115.858
"159472","ENST00000488052.1",0,0,0,0,0,0,0,0,0,0,1.66895,0,0,0,0,0
"159474","ENST00000440771.5",0,0,0,0,0,0,0,0,0,0,0.00143865,0,0,0,0,0
"159475","ENST00000455450.5",111.121,46.9299,110.767,106.553,67.8061,103.157,82.3759,46.8959,96.1775,78.4032,108.545,74.2142,104.828,130.955,53.5994,106.024
"159476","ENST00000428374.5",0,0,0,0,2.79403e-07,0.00297409,0,0.00107228,0,16.9763,1.96484,0,0,2.51743e-08,0,0.000368955
"159477","ENST00000414902.5",0,0,0,0,5.78396,0,0,0,0,0,0,15.2668,9.19911,0,2.75436,3.54687
"159478","ENST00000418021.1",0,0,0,0,0,0,0,4.79375,0,0,0,0,0,0,0,0
"159479","ENST00000397871.5",753.152,692.74,926.065,729.143,542.493,714.71,643.328,814.133,693.837,648.012,651.63,678.376,702.461,605.033,769.96,658.512
"159480","ENST00000397872.5",493.13,547.823,453.542,312.718,538.358,342.885,506.26,387.103,453.574,513.402,509.668,361.373,408.932,601.131,370.317,666.042
"159596","ENST00000410105.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"159650","ENST00000316286.13",3,1,1,2,2,3,3,1,2,1,0,0,1,1,1,1
"159795","ENST00000218008.7",0,0,0,0,0,0,0,0,0.0331858,0,0,0,0,0,0,0
"159796","ENST00000361319.3",0,0,0,0,0,0,0,0,0.966814,0,0,0,0,0,0,0
"159819","ENST00000491604.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99603
"159820","ENST00000420436.5",0,1.53174e-07,1.7443e-05,1.70287,5.25658e-08,0,0,0,0,2.05076e-07,1.05572e-07,0,0,0,0,0
"159822","ENST00000429300.5",0,0,0,0,0,2.15057,0,2.10732,0,0,2.22124,2.18634,0,0,0,0
"159823","ENST00000482858.5",0,0,1.54492,0,0,0,0,0,0,0,0,0,0,0,0,0
"159824","ENST00000334029.6",445.659,264.802,318.744,366.306,356.819,311.999,391.205,363.941,376.618,358.352,352.882,331.357,326.201,412.048,305.435,381.627
"159826","ENST00000609229.1",0,0,0,0,0,0,0,0,0,1.08934,0,0,0,1.10183,0,0
"159828","ENST00000438924.5",0,0,0,0,0,0,0,0,5.37812,4.37883,0,0,0,0,0,0
"159830","ENST00000450579.1",72.1634,30.434,78.3169,27.5427,62.1573,45.8589,50.1225,47.378,41.9099,11.8136,21.3578,37.3902,67.6383,45.2666,34.0549,40.2105
"159831","ENST00000457083.1",10.8715,12.6322,3.16299,2.71914,21.6081,0,10.6866,15.1529,1.80788,3.99119,0,13.2614,0,0,16.4781,1.77031e-08
"159833","ENST00000610940.4",187.955,374.515,331.008,225.979,245.603,334.725,329.817,395.124,278.624,346.581,261.267,354.215,309.844,227.732,303.438,258.584
"159871","ENST00000591411.5",46.3674,47.5116,54.1367,43.2818,57.0674,44.4738,48.8281,39.2958,41.2405,49.1273,39.682,46.1934,39.9829,34.8323,43.2624,58.108
"159872","ENST00000413302.6",8.75618,0,10.9346,17.0325,0,12.1285,9.85684,19.5939,8.66877,10.2039,0,9.86024,18.5393,0,22.5094,0
"159873","ENST00000442475.5",1231.68,1424.46,1235.31,1343.54,1257.57,1343.73,1202.12,1251.6,545.17,742.817,611.786,644.841,531.77,583.266,608.008,610.024
"159874","ENST00000401443.5",700.142,687.407,677.905,694.598,619.85,748.538,650.407,684.545,337.899,357.436,377.748,317.799,316.782,351.242,291.632,398.72
"159876","ENST00000452228.5",0,0,6.48633e-07,5.2677,0,2.65822,0,0,0,12.8157,11.662,10.5073,12.6223,0,0.0824481,7.43945
"159877","ENST00000432930.5",0,45.0931,20.8856,62.6222,66.2878,33.5432,53.4814,50.8959,3.15813e-05,0.0221073,7.84631,15.4233,36.9178,0.00677757,27.4918,48.8248
"159878","ENST00000422210.5",133.894,164.865,111.092,112.131,110.355,114.237,196.852,125.738,127.253,53.7169,52.4425,62.0018,78.4777,142.054,77.419,55.9117
"159879","ENST00000487342.1",0,0,0,0,0,3.11822,3.25828,0,0,0,0,0,0,0,0,0
"159915","ENST00000618639.4",0.620324,0,0,0,0,0.415649,0,0,0,0,0,0,0.5012,0,0,0.0952181
"159916","ENST00000632752.1",0,0,0.473874,0,0,0,0,0,0,0,0,0,0,0,0,0
"160030","ENST00000375943.6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"160075","ENST00000595703.5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"160131","ENST00000612477.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"160334","ENST00000569673.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160379","ENST00000498542.5",28.5413,32.672,20.2163,38.4896,20.7393,0,30.106,15.2293,24.5987,5.61442,19.0235,5.3497,4.82359,5.32006,33.4915,12.3658
"160381","ENST00000402217.7",83.3252,91.0926,103.804,69.538,103.643,95.9712,119.474,83.7317,64.1409,151.571,101.566,149.791,94.3425,93.5341,53.4257,137.248
"160382","ENST00000305199.9",0,0,0,0,0,0,7.47026,0,7.51435,0,0,0,0,0,0,0
"160418","ENST00000591566.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"160463","ENST00000520222.1",21.3916,23.7551,11.601,20.9525,27.4745,15.0423,18.2374,14.0424,11.918,8.96057,11.5888,14.6744,24.8564,19.2053,17.069,24.985
"160464","ENST00000401675.7",22.1705,33.5269,23.9382,26.281,29.5919,22.9315,10.8844,29.3399,27.1408,18.5342,26.0256,27.7348,26.2333,15.3865,28.2097,29.8666
"160465","ENST00000484558.2",1.17756,2.3907,1.26372,1.2645,2.31142,1.19975,3.72077,1.28648,2.5162,3.56629,0,0,2.54321,0,0,1.19327
"160467","ENST00000517886.1",35.7603,31.8273,42.1971,31.502,34.1222,27.8264,26.1574,24.8312,34.925,30.9389,36.8856,26.0908,36.8671,35.9082,33.7213,28.4551
"160556","ENST00000475367.1",5,4,5,5.00215,8,9,4,4,8,6,8,10,5,3,6,7
"160592","ENST00000393461.2",0,0,0,0,0,0,0,0,0,0,0.5,0,0.500151,0,0.5,0
"160648","ENST00000619451.1",1.8,0.999999,0.999999,0.199999,1.59999,0.400218,0.599996,1.39999,2.4,3.60183,1.6,1.2,4,2.4,2,3.8
"160674","ENST00000413981.5",0,0,0,0.00708013,0,0,0,0,3.82376e-05,0,0,0,0,0,0,0
"160675","ENST00000331444.10",250.523,169.931,225.781,223.29,202.847,205.831,167.092,237.507,182.362,233.13,198.732,295.84,239.465,211.476,225.166,172.141
"160676","ENST00000483718.5",8.77727,8.92516,5.26776,7.35163,0,5.43665,10.578,7.28072,9.2814,7.11429,9.02563,5.54725,1.79159,1.7357,5.37803,5.22952
"160680","ENST00000477156.1",0,1.02053,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160681","ENST00000436645.1",42.2637,52.336,55.6726,17.5036,35.5354,30.1709,60.1592,54.1491,0.000337036,30.7265,46.3124,46.53,37.2001,52.9069,45.4716,47.2759
"160776","ENST00000554014.6",2,3,1,3,3,2,3,0,7,5,4,6,6,4,7,6
"160902","ENST00000472245.5",0,0,0,0.254815,0,0,0,0,0,0,0,0,0,0,0,0
"160913","ENST00000466201.1",8.6336,0,0,0.205122,4.48201,3.28174,7.48201,7.48201,0,0.975201,1.6584,0.241007,4.24101,0.241007,2.3168,3.6584
"160951","ENST00000263246.7",866.527,1033.33,839.791,1052.54,768.914,998.544,1108.17,844.201,2324.78,1920.46,1995.86,2242.76,2472.53,2349.23,2003.88,2023.26
"160952","ENST00000407585.5",490.557,463.549,391.633,422.642,533.716,447.715,310.919,366.296,282.134,647.06,262.83,226.58,40.4435,159.098,381.761,607.24
"160953","ENST00000403744.7",146.929,140.437,78.4692,111.6,120.132,140.641,80.704,126.851,396.188,519.199,426.967,433.208,429.854,413.088,426.436,420.441
"160954","ENST00000402229.5",0.00640402,0,0.000313603,6.5123e-07,1.7499e-08,0,0,0.140512,0,0,0,0,0,0,0,0
"160955","ENST00000634914.1",0,0.00242341,30.5083,25.242,25.0619,0.811312,45.4709,0.00175504,40.0206,0,107.515,0.000883993,0,0.0257425,37.9408,1.35739e-06
"160957","ENST00000418133.5",0.0396779,6.87935,15.7745,35.3858,15.8499,3.65457,28.1365,37.9235,66.9545,74.1456,44.8307,64.0136,41.5789,0,23.9741,51.8156
"160961","ENST00000337959.8",535.941,329.799,449.823,215.586,451.326,375.634,393.604,399.587,1159.93,983.136,1393.99,1332.44,1333.59,1236.56,1279.01,1158.25
"161121","ENST00000356079.8",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"161246","ENST00000478953.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"161330","ENST00000310624.6",732,697,756,681,672,730,791,752,687,713,732,811,868,664,781,676
"161331","ENST00000406955.5",110.33,145.119,174.499,145.761,17.6281,143.896,108.399,100.291,63.4698,155.865,105.47,149.095,64.0628,152.183,30.8624,110.458
"161334","ENST00000401975.5",176.912,186.906,113.623,235.438,225.975,143.729,226.941,241.413,225.28,197.004,207.29,243.077,207.577,165.724,177.923,192.285
"161336","ENST00000441967.5",14.954,0,22.6229,9.4359e-05,34.3096,8.52345,5.46775,0.000602444,32.035,6.49978,18.7836,11.5138,32.2065,22.496,29.0511,0
"161339","ENST00000437282.5",35.792,21.0705,36.229,26.801,40.0871,37.8508,0.203358,13.2362,23.2147,24.6306,18.306,1.67827,0,43.5964,0,21.4111
"161340","ENST00000416358.5",5.0122,23.9041,1.02672,0,0,0,15.9894,15.059,0,0,13.1499,32.6357,21.1538,0,30.1635,14.8461
"161353","ENST00000354373.2",520.417,528.026,510.541,546.33,495.244,456.495,520.524,489.309,593.181,589.166,492.882,484.815,555.852,507.493,487.043,495.789
"161403","ENST00000458616.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"161440","ENST00000619918.1",1160.69,986.494,1030.11,1007.57,1005.4,1142.59,1178.63,989.968,1029.35,1018.84,957.353,1042.26,925.092,1020.19,1035.61,1061.75
"161453","ENST00000588432.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"161663","ENST00000530015.1",0,5,0,0,4,4,2,5,2,1.38777,2,5,3,1.00802,2,3
"161705","ENST00000316027.10",226.579,207.751,205.638,221.504,205.145,219.971,200.212,199.161,210.427,192.163,154.009,136.941,234.38,206.791,187.57,204.49
"161706","ENST00000330423.7",706.421,669.249,465.362,648.496,550.855,628.029,677.788,616.839,545.573,599.837,617.991,634.059,610.62,716.209,577.43,627.51
"161745","ENST00000302103.5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"161834","ENST00000329627.11",12.8575,11.5495,9.2404,10.365,11.5972,7.72758,9.0145,6.43355,10.2929,10.2814,6.41434,11.591,7.73002,7.74626,8.99128,6.43948
"161835","ENST00000399744.7",362.821,327.957,346.986,342.468,328.042,299.635,388.607,340.411,351.386,402.899,357.012,349.091,351.755,363.268,379.038,354.737
"161837","ENST00000428061.2",0,0,0,0,0,0.000170986,0,0,0,0,0,0,0,0,0,0
"161838","ENST00000610387.4",2056.32,2067.49,2225.96,2076.22,1997.36,1922.64,2026.38,1961.16,1967.32,2179.82,2054.57,2091.32,2220.51,2066.56,2031.97,2290.82
"162009","ENST00000494860.5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"162137","ENST00000617983.1",36.2993,31.0259,58.1265,39.8229,36.9936,37.9255,45.7694,37.4566,49.8307,42.3222,53.5257,42.1503,36.1953,42.5909,32.2483,69.7009
"162414","ENST00000626072.2",0,0,0,0.500509,0,0,0,0,0,0,0,0,0,0,0,0
"162424","ENST00000629158.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"162484","ENST00000630161.2",0,0,0,0.5,0,0,0,0,0,0.903357,0,0,0,0,0,0
"162764","ENST00000634032.1",0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
"162904","ENST00000636109.1",144.318,153.5,135.337,145.09,111.331,121.934,154.921,134.894,150.798,129.496,162.804,122,124,145,145.997,175.5
"162905","ENST00000637385.1",0,0,0,8.9095,0,0,0,0,0,0.00380926,0,0,0,3.55515e-07,0,0
"162906","ENST00000636303.1",2.68159,0,0.357006,0,0.668657,2.06567,5.57861,5.10647,3.70199,0,3.58544,0,0,0,0.00294159,0
"162907","ENST00000635818.1",709,719.284,700.173,728,663.5,737.402,692.733,695.399,705.935,731.733,755.17,750.469,675.338,694.541,620.078,683.462
"162908","ENST00000645837.1",709,719.284,700.173,728,663.5,737.402,692.733,695.399,705.935,731.733,755.17,750.469,675.338,694.541,620.078,683.462
"163101","ENST00000639107.1",0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5
"163307","ENST00000640199.1",0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
"164533","ENST00000625834.2",0,0,0,0,0,0,0,2.02305,0,0,0,0,0,0,0,0
"164535","ENST00000627617.1",0,0,0,0,0,0,0,8.14384,0,0,0,0,0,0,0,0
"164536","ENST00000628198.1",0,0,0,0,0,0,0.62336,0,0.305384,0,0,0,0,0,0.000200366,0
"164537","ENST00000628774.2",299.575,312.356,277.061,298.331,306.432,298.074,317.852,272.113,295.18,303.047,294.979,305.329,299.044,282.242,305.805,294.316
"164538","ENST00000626486.2",53.0988,61.5261,62.1341,59.3556,75.9962,63.9161,44.6516,84.6579,76.7684,65.4537,59.9942,51.0117,72.557,55.6889,78.0313,59.0786
"164539","ENST00000631350.1",1.04752,0,0,0,1.34576,5.86881e-05,0,0.429932,1.70927,0.22395,0,1.36862,0.276934,0.677579,3.50449e-06,2.13817
"164541","ENST00000629176.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563714,0
"164542","ENST00000642332.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563714,0
"164544","ENST00000643124.1",0,0,3.53723,0,0,0,0,0,0,0,0,0,0,0,0,0
"164545","ENST00000643835.1",0,0,0.950575,0,0,0,0,0,0,0,0,0,0,0,0,0
"164550","ENST00000626726.2",299.577,312.359,277.061,298.331,306.432,298.074,317.852,272.113,295.194,303.047,294.979,305.329,299.048,282.242,305.805,294.322
"164551","ENST00000629538.2",53.0991,61.5266,62.1341,59.3556,75.9962,63.9161,44.6516,84.6579,76.7719,65.4537,59.9945,51.0117,72.5581,55.6889,78.0313,59.0796
"164552","ENST00000626821.1",1.04752,0,0,0,1.34576,5.86881e-05,0,0.429932,1.70927,0.22395,0,1.36862,0.276934,0.677579,3.50449e-06,2.13817
"164589","ENST00000635256.1",0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
"164671","ENST00000634616.1",299.58,312.365,277.061,298.331,306.432,298.074,317.852,272.113,295.22,303.047,294.981,305.329,299.054,282.242,305.805,294.332
"164672","ENST00000635421.1",53.0993,61.5272,62.1341,59.3556,75.9962,63.9161,44.6516,84.6579,76.7774,65.4537,59.9946,51.0117,72.5587,55.6889,78.0313,59.0806
"164673","ENST00000635629.1",1.04752,0,0,0,1.34576,5.86881e-05,0,0.429932,1.70927,0.22395,0,1.36862,0.276934,0.677579,3.50449e-06,2.13817
"164678","ENST00000647083.1",0,0,3.53723,0,0,0,0,0,0,0,0,0,0,0,0,0
"164679","ENST00000646310.1",0,0,0.950575,0,0,0,0,0,0,0,0,0,0,0,0,0
"164684","ENST00000635146.1",299.584,312.375,277.061,298.331,306.432,298.074,317.852,272.113,295.27,303.047,294.984,305.329,299.062,282.242,305.805,294.345
"164685","ENST00000634489.1",53.0997,61.5282,62.1341,59.3556,75.9962,63.9161,44.6516,84.6579,76.7873,65.4537,59.9949,51.0117,72.5601,55.6889,78.0313,59.0818
"164686","ENST00000634848.1",1.04752,0,0,0,1.34576,5.86881e-05,0,0.429932,1.70927,0.22395,0,1.36862,0.276934,0.677579,3.50449e-06,2.13818
"164691","ENST00000635748.1",0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
"164763","ENST00000634530.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"164927","ENST00000636799.1",299.585,312.379,277.061,298.331,306.432,298.074,317.852,272.113,295.289,303.047,294.986,305.329,299.065,282.242,305.805,294.349
"164928","ENST00000637355.1",53.0997,61.5286,62.1341,59.3556,75.9962,63.9161,44.6516,84.6579,76.7923,65.4537,59.9952,51.0117,72.5607,55.6889,78.0313,59.0825
"164929","ENST00000636542.1",1.04752,0,0,0,1.34576,5.86881e-05,0,0.429932,1.70927,0.22395,0,1.36862,0.276934,0.677579,3.50449e-06,2.13818
"164955","ENST00000639062.2",0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
"164971","ENST00000639179.1",0,0,0,0,0,0,0,0,0,0,0,0.135245,0,0,0,0
"164972","ENST00000644382.1",0,0,0,0,0,0,0,0,0,0,0,0.135245,0,0,0,0
"165094","ENST00000638385.1",1.8,0.999999,0.999999,0.199999,1.59999,0.400218,0.599996,1.39999,2.4,3.60183,1.6,1.2,4,2.4,2,3.8
"165275","ENST00000640312.1",1.8,0.999999,0.999999,0.199999,1.59999,0.400218,0.599996,1.39999,2.4,3.60183,1.6,1.2,4,2.4,2,3.8
"165325","ENST00000645794.1",0.5,0.962333,0.962333,0,0,0,0,0.962333,0.962333,0.5,0.962333,0,0.962333,1,0,0
"165400","ENST00000643642.1",0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"165583","ENST00000430579.1",3,3,0,2,6,4,3,2,2,4,2,5,3,1,2,2
"165918","ENST00000505157.1",6.21787,16.0809,15.3127,14.8174,20.1441,18.6067,14.9439,12.7542,7.01765,7.84903,7.03872,10.2284,14.7542,18.9966,6.38649,8.88065
"165919","ENST00000381348.4",266.782,279.919,257.687,305.183,273.856,325.393,293.056,311.246,285.982,302.151,283.961,265.772,311.246,288.003,250.614,299.119
"165927","ENST00000463608.5",11.2344,26.5012,31.8487,16.608,6.03367,13.2598,15.8452,19.2042,10.0063,16.0465,18.3672,11.8814,10.3657,15.0166,10.01,16.5008
"165928","ENST00000462560.6",41.0637,20.2189,0.00126508,0,0.000120765,0,0,1.6997e-08,0.0018306,1.31474e-07,31.6826,0,0,0,0,0
"165929","ENST00000450651.5",12.3121,1.73376e-07,104.399,24.5539,17.023,16.5922,110.95,76.5281,25.1154,0,30.394,12.0839,15.3914,0,0.0254852,76.499
"165930","ENST00000360806.9",122.946,141.544,194.925,187.304,143.213,158.183,168.734,179.72,206.961,183.432,158.928,115.032,131.623,174.633,140.314,146.603
"165932","ENST00000480319.5",0,0,0,0,0,0,0,0,0,1.54756,1.58414,0,0,1.53114,0,0
"165933","ENST00000467443.5",67.0651,0,0.00182581,0.00613831,0,0.0014587,0,0.137888,82.0845,61.2083,54.0304,47.3415,2.45361e-05,0.00074653,74.0313,0.00117801
"165934","ENST00000479693.1",7.20071,99.1534,17.4824,70.6293,90.346,74.1553,6.33649e-06,57.7768,15.1046,3.8338,2.85858,7.49583,62.1884,85.3529,0.875376,31.834
"165936","ENST00000476537.1",36.584,14.793,28.0281,23.1157,29.5604,25.7564,23.2079,30.7558,34.674,40.6659,29.916,21.5902,16.4802,25.1058,24.2071,21.5806
"166073","ENST00000641474.1",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"166161","ENST00000453496.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"166201","ENST00000455578.5",6.2921,3.20581,3.31626,3.24076,9.41967,3.20045,0,9.51999,3.24952,0,9.75317,3.17499,3.33493,6.54099,0,0
"166202","ENST00000359906.6",255.021,217.756,333.985,262.906,199.596,235.021,159.008,329.54,259.67,262.445,266.847,310.27,284.086,183.882,275.918,260.364
"166203","ENST00000642172.1",61.0256,40.6211,45.0726,39.9477,57.3546,28.5235,59.8219,0.00566018,46.7746,42.7452,68.6851,4.12644,82.59,92.5333,11.1566,2.16046e-06
"166246","ENST00000434843.6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"166302","ENST00000637576.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"166438","ENST00000419973.1",1.49692,2.21707,0,0,0,0,0,0,0,0,0.619378,0,0,0,0,0
"166530","ENST00000579042.2",0.100414,1.05017,0.060368,0,0,3.04666e-06,0.0534072,1.15037,0.0405697,0.0960314,0.0313809,0,0.0481411,0,0,0.00626265
"166615","ENST00000448180.1",0.00514741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166619","ENST00000424483.1",0,0,0,0.145146,0,0,0,0,0,0,0,0,0,0,0,0
"166625","ENST00000432225.1",0,0,0,3.55304e-08,0,0,0,0,0,0,0,0,0,0,0,1.45621
"166772","ENST00000394662.2",0,1,0,0.263704,1,0,0,1,0,0,0,0,0,0,0,0
"166780","ENST00000496652.5",35.7536,23.9852,20.5448,29.8418,28.0126,28.867,47.4804,31.5088,30.9061,22.8314,31.1047,29.6511,35.1937,37.6373,31.3856,21.0924
"166781","ENST00000467796.5",42.1872,79.932,64.9909,55.1524,64.6396,67.231,55.3784,60.8988,57.2143,52.4615,61.4209,27.9196,55.6055,50.0479,46.9954,45.5194
"166782","ENST00000462238.5",150.455,101.671,78.0026,127.307,84.7235,94.785,111.688,121.495,78.456,83.9417,91.6883,107.619,100.981,78.1573,71.3081,84.1024
"166783","ENST00000463325.5",39.9883,37.6569,43.0271,41.1605,39.0509,33.5492,32.2121,42.281,26.7375,31.2664,39.1053,36.9231,24.9276,22.6188,24.7062,27.8084
"166786","ENST00000480246.1",43.1548,41.5481,29.814,14.0474,28.2415,36.3121,42.694,44.8657,10.0835,18.0324,19.7347,33.4769,10.4369,23.0326,19.4878,12.0173
"166787","ENST00000427528.1",53.6018,40.8456,48.1637,52.5361,39.5025,32.5381,65.2896,51.0098,28.9425,56.7246,38.8935,60.1501,47.1327,30.8127,34.2917,32.0937
"166813","ENST00000427789.3",123.366,137.172,121.024,164.766,159.118,131.779,142.464,143.408,149.987,209.959,156.718,154.767,153.976,159.694,147.814,111.367
"166814","ENST00000412250.3",154.588,156.776,193.296,184.049,156.048,187.811,200.291,124.575,152.738,181.118,190.939,134.157,159.535,135.97,189.089,225.403
"166836","ENST00000510265.2",77,80,94,78,85.9966,77,70,78,97.9988,83,80,64,97,64,99,75
"166846","ENST00000426347.5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"166865","ENST00000619977.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"166909","ENST00000639500.1",24.8913,34.9542,28.8891,21.9395,29.9713,30.9598,30.9442,31.9771,25.9548,32,24.926,28.9429,33.9338,30.9596,25.9597,30.9722
"166910","ENST00000382243.5",26.5324,27.3943,26.0369,28.4743,33.695,29.919,27.9646,28.7552,42.0948,34.0678,21.2367,27.447,21.8762,33.1194,31.7036,29.7502
"166911","ENST00000611425.1",14.8087,13.6238,5.26041,15.9401,8.87538,11.1589,6.67543,10.8924,6.87942,14.2612,8.56535,1.03956,2.27288,23.9136,11.8979,16.8089
"166912","ENST00000614808.1",131.327,142.714,146.409,164.581,132.937,159.584,140.673,152.898,131.696,155.572,141.561,125.158,158.332,147.272,140.1,166.881
"167000","ENST00000432373.1",132.044,135.091,147.28,131.028,119.855,123.918,128.997,98.5252,156.421,136.107,158.453,150.327,122.903,131.028,141.186,135.091
